datetime_et,open,high,low,close,volume,vwap,transactions,ret_log,rv_5m
2024-03-11 11:08:00-04:00,510.3999,510.47,510.31,510.37,141544,510.3771,1317,-3.918648850387285e-05,0.0003316355415841582
2024-03-11 11:09:00-04:00,510.39,510.51,510.37,510.385,117875,510.4334,1085,2.9390010337415617e-05,0.0002931404007658984
2024-03-11 11:10:00-04:00,510.39,510.42,510.125,510.125,111702,510.3236,1345,-0.0005095491580204836,0.0002943301199499725
2024-03-11 11:11:00-04:00,510.12,510.14,509.65,509.69,250669,509.9054,2676,-0.000853095956387051,0.0003790467219668457
2024-03-11 11:12:00-04:00,509.69,509.93,509.69,509.91,135189,509.7906,1542,0.0004315417877878147,0.0004997454939541697
2024-03-11 11:13:00-04:00,509.93,509.93,509.59,509.75,96399,509.747,1206,-0.00031383010280539025,0.0004943392851188894
2024-03-11 11:14:00-04:00,509.73,510.05,509.66,509.97,79845,509.8675,1075,0.00043149100422290587,0.0005757554763479868
2024-03-11 11:15:00-04:00,509.98,510.01,509.81,509.99,76505,509.9147,1034,3.9217224210297275e-05,0.0005445645404112657
2024-03-11 11:16:00-04:00,509.99,509.99,509.76,509.86,77870,509.8879,866,-0.00025493945326093836,0.0003588845241863972
2024-03-11 11:17:00-04:00,509.85,510.1,509.82,510.04,90119,509.9719,955,0.00035297578560378184,0.00034014760204284565
2024-03-11 11:18:00-04:00,510.04,510.085,509.92,510.02,72969,510.0013,1019,-3.9213379610103516e-05,0.00028406229168383634
2024-03-11 11:19:00-04:00,510.02,510.09,509.96,510.0899,50261,510.0367,723,0.00013704405791870045,0.00022382463234724525
2024-03-11 11:20:00-04:00,510.09,510.1,509.94,509.99,66889,510.0109,866,-0.0001958670106514404,0.0002491328354836002
2024-03-11 11:21:00-04:00,509.98,510.145,509.72,509.93,140841,509.9552,1586,-0.00011765628690341146,0.00021985689796449217
2024-03-11 11:22:00-04:00,509.94,509.98,509.74,509.765,75615,509.8498,922,-0.00032362618516312835,0.0001725446346789906
2024-03-11 11:23:00-04:00,509.76,509.94,509.63,509.92,90915,509.7953,1035,0.0003040154580951082,0.00025517494635830844
2024-03-11 11:24:00-04:00,509.92,509.92,509.7401,509.77,93992,509.845,997,-0.0002942070650533424,0.0002535806689997882
2024-03-11 11:25:00-04:00,509.77,510.07,509.755,509.88,204309,509.9055,2193,0.0002157603107475481,0.00028931217187850195
2024-03-11 11:26:00-04:00,509.87,509.96,509.77,509.79,152933,509.8667,1717,-0.00017652770059672918,0.0002942584917855417
2024-03-11 11:27:00-04:00,509.79,509.95,509.7,509.77,89121,509.7947,1124,-3.9232610150818914e-05,0.000254075625279345
2024-03-11 11:28:00-04:00,509.77,509.86,509.53,509.64,86361,509.6458,1175,-0.0002550494907929135,0.0002064735004329252
2024-03-11 11:29:00-04:00,509.62,509.68,509.395,509.49,103193,509.5222,1284,-0.0002943687283920582,0.0002065095963663054
2024-03-11 11:30:00-04:00,509.48,509.48,509.2,509.285,137856,509.3069,1638,-0.0004024441172330029,0.00013573610062063678
2024-03-11 11:31:00-04:00,509.285,509.4713,509.27,509.33,105551,509.3805,1147,8.835526676786998e-05,0.00020001407667448391
2024-03-11 11:32:00-04:00,509.3389,509.57,509.225,509.5599,116208,509.3722,1328,0.00045127545950052195,0.0003504046489189526
2024-03-11 11:33:00-04:00,509.55,509.72,509.54,509.59,76180,509.6199,1024,5.9068837682474395e-05,0.00033971837367171475
2024-03-11 11:34:00-04:00,509.565,509.58,509.3399,509.57,105675,509.4982,1310,-3.9248008167902526e-05,0.0003055800744431734
2024-03-11 11:35:00-04:00,509.57,509.82,509.54,509.785,100237,509.7324,1311,0.000421835382546476,0.00022463637625297537
2024-03-11 11:36:00-04:00,509.785,509.8796,509.69,509.8796,83771,509.7585,977,0.00018555121021446297,0.00021704167249695942
2024-03-11 11:37:00-04:00,509.88,509.99,509.76,509.78,128308,509.8854,1604,-0.00019535931465064493,0.00023359718508547127
2024-03-11 11:38:00-04:00,509.775,509.93,509.76,509.865,44918,509.8678,721,0.00016672469378420374,0.0002354061531100004
2024-03-11 11:39:00-04:00,509.86,509.91,509.62,509.62,86025,509.8054,1013,-0.00048063483958404873,0.0003561675103128472
2024-03-11 11:40:00-04:00,509.62,509.68,509.48,509.51,80033,509.5576,960,-0.00021587040010029312,0.0002827411949545681
